dataset,analysis_unit,unit_id,canonical_sha256,member_N,circuits,baseline_method,Bstar__log_fidelity,Bstar__fidelity,M4_minus_Bstar_delta_logF,M4_over_Bstar_ratio,M1__log_fidelity,M1__transfers,M1__idle_exposures,M1__move_batches,M1__move_time_us,M1__algorithm_time_s,M1__log_atom_transfer,M1__log_idle_excitation,M1__log_coherence_linear,M1__fidelity,M2__log_fidelity,M2__transfers,M2__idle_exposures,M2__move_batches,M2__move_time_us,M2__algorithm_time_s,M2__log_atom_transfer,M2__log_idle_excitation,M2__log_coherence_linear,M2__fidelity,M4__log_fidelity,M4__transfers,M4__idle_exposures,M4__move_batches,M4__move_time_us,M4__algorithm_time_s,M4__log_atom_transfer,M4__log_idle_excitation,M4__log_coherence_linear,M4__fidelity
zac18,circuit_file,zac18/ising_n98_transpiled,69c9ca8c5d772ffa553ccdd9fa59e2f844a8149741d3dc4180a51f3970bffc6c,1,"[""ising_n98_transpiled""]",M2,-2.925561387972291,0.05363457365495845,0.030470206182950932,1.0309391739780704,-3.0058594915705275,584.0,0.0,23.0,3233.372953759612,7.162497625,-0.584292194812784,0.0,-1.3471188799294744,0.049496194479219977,-2.925561387972291,584.0,0.0,12.0,1855.1067823772555,0.461788125,-0.584292194812784,0.0,-1.2668207763312378,0.05363457365495845,-2.89509118178934,304.0,2.0,55.0,5819.870945784367,77.406521916,-0.30415210140939447,-0.005006260436236954,-1.5114844031154393,0.055293983060508846
zac18,circuit_file,zac18/knn_n31_transpiled,3f76b58905dfef056646e279e9cb9d21db7c5fa9d04170dcbecd457f91d19faa,1,"[""knn_n31_transpiled""]",M2,-1.529497495402812,0.21664450482767328,-0.019644089037770263,0.9805475988492778,-1.5311247410835542,476.0,0.0,157.0,16400.736721031986,8.560572916,-0.47623815878576237,0.0,-0.48296284945733886,0.2162922576669984,-1.529497495402812,480.0,0.0,149.0,15477.797136000247,0.068062125,-0.4802401601200965,0.0,-0.4773336024422624,0.21664450482767328,-1.5491415844405823,368.0,74.0,132.0,15129.890892017966,24.633634875,-0.36818412275874063,-0.1852316361407673,-0.4266180071309333,0.2124302490126658
zac18,circuit_file,zac18/multiply_n13_transpiled,8a6d2f76bca6bb915cf3ac1f9aac19a83963cb57ca850c44065a081f61c03370,1,"[""multiply_n13_transpiled""]",M1,-0.4512714140964261,0.6368179773441586,0.019023775092488704,1.0192058800434178,-0.4512714140964261,156.0,0.0,67.0,7328.826981694516,10.038398,-0.15607805203903136,0.0,-0.07878930363851769,0.6368179773441586,-0.46141181166170175,168.0,0.0,54.0,6493.361689891683,0.00913725,-0.16808405604203377,0.0,-0.0769236972007909,0.6303930207395078,-0.4322476390039374,110.0,19.0,45.0,5222.977336197841,11.295493417,-0.11005503669418878,-0.04755947414425106,-0.058229069746620524,0.6490486270265224
zac18,circuit_file,zac18/qft_n18_transpiled,2e218cbc6320c2d4600d37ddf2c65f8befcb1d6f62550cd0367b82b62e99979d,1,"[""qft_n18_transpiled""]",M1,-2.6834681156087963,0.06832578106574735,0.2686875263339146,1.3082462846586562,-2.6834681156087963,648.0,0.0,177.0,20318.17476446989,50.655991125,-0.6483242161621303,0.0,-0.4040915185254687,0.06832578106574735,-2.7482629341977427,684.0,0.0,148.0,20288.537609290932,0.036169666,-0.6843422281711375,0.0,-0.43286832510540785,0.06403900461197844,-2.4147805892748817,402.0,7.0,143.0,20623.61469965825,96.448551083,-0.40220113410058084,-0.017521911526829338,-0.3630009036243715,0.08938694922566473
zac18,circuit_file,zac18/qft_n29_transpiled,48d487f623d47c5260515f2e6365544ad923bb136bcca45db7434ff32b49c46e,1,"[""qft_n29_transpiled""]",M2,-6.600993650128068,0.0013590169790240652,0.9899897425923001,2.6912068674016414,-6.6468254428559845,1472.0,0.0,381.0,46359.83813261894,71.3858325,-1.4727364910349625,0.0,-1.5528286004284946,0.00129813657994704,-6.600993650128068,1484.0,0.0,284.0,40515.88185677209,0.069042875,-1.484742495037965,0.0,-1.4949908036975759,0.0013590169790240652,-5.611003907535768,844.0,18.0,219.0,35607.41179912787,189.829545416,-0.844422281544503,-0.045056343926132586,-1.096262929338271,0.0036573958268649965
zac18,circuit_file,zac18/seca_n11_transpiled,1c0c891f63a8f0f185b77b9ef66ee242bf6387b1e252edb4f19a63461206d9d3,1,"[""seca_n11_transpiled""]",M1,-0.8426289975210782,0.43057704813787323,-0.019886003363513205,0.9803104190277983,-0.8426289975210782,300.0,0.0,109.0,11279.92184091798,10.285368291,-0.3001501000750603,0.0,-0.10997082561726582,0.43057704813787323,-0.8450131546206348,304.0,0.0,80.0,10145.655889909369,0.015409875,-0.30415210140939447,0.0,-0.10835298138248813,0.429551707583817,-0.8625150008845914,206.0,57.0,71.0,8128.616290234231,37.621730666,-0.20610306871820808,-0.1426784224327532,-0.08122543790487806,0.4220991664837909
zac18,circuit_file,zac18/swap_test_n25_transpiled,b1c5bd70a94288185fa82fe0b7255b6824cc2bbcf26a896a1d770cd7041d56c3,1,"[""swap_test_n25_transpiled""]",M2,-1.142049130390318,0.31916434193060306,-0.012847157897143857,0.9872350145652597,-1.1680604659093918,384.0,0.0,133.0,14114.859496635707,8.573803583,-0.38419212809607717,0.0,-0.3262093335373515,0.3109694926742771,-1.142049130390318,380.0,0.0,121.0,12259.246676641184,0.027998708,-0.3801901267617431,0.0,-0.30419999935261177,0.31916434193060306,-1.1548962882874618,282.0,58.0,107.0,11727.545413869935,14.010301667,-0.2821410940705567,-0.14518155265087165,-0.26991463729007037,0.31509021375457047
zac18,circuit_file,zac18/wstate_n27_transpiled,d2cb39ae9b321e8f9cffdc461f673280c0304eb8cfe4803fa00b765f7c2e324d,1,"[""wstate_n27_transpiled""]",M1,-0.7435117204628506,0.475441363307556,0.04558103319276485,1.0466358134193616,-0.7435117204628506,216.0,0.0,72.0,7918.0221751245645,6.567518583,-0.21610807205404342,0.0,-0.23524674763929512,0.475441363307556,-0.863773066399513,308.0,0.0,85.0,9470.240679040502,0.012041708,-0.30815410274372856,0.0,-0.26346206288627233,0.42156847197278763,-0.6979306872700858,158.0,3.0,66.0,8262.121160973533,9.373836542,-0.15807905270619843,-0.00750939065435543,-0.2401853431400198,0.4976139580186141
qmap154,canonical_sha256_cluster_mean,012b9e9f7ae5656aefa02b50a70cdc55461c1dc41c9fed19de9b1e8eb288a0ae,012b9e9f7ae5656aefa02b50a70cdc55461c1dc41c9fed19de9b1e8eb288a0ae,1,"[""4gt11_84""]",M1,-0.09777551096426074,0.9068524593392224,0.004021549652884898,1.0040296469345917,-0.09777551096426074,40.0,0.0,16.0,1592.9343498347191,3.809102625,-0.040020013343341376,0.0,-0.007241811046984918,0.9068524593392224,-0.09808003116627913,40.0,0.0,16.0,1631.7954108998247,0.003164542,-0.040020013343341376,0.0,-0.007546331249003319,0.9065763464882078,-0.09375396131137584,26.0,5.0,11.0,1146.0869877163889,1.707404541,-0.026013008673171894,-0.012515651090592385,-0.004711614973677119,0.9105067545721256
qmap154,canonical_sha256_cluster_mean,02ff18ecd3cbf5d461bcd36200261de37bb114a1b24a49eed03d37f500b7c215,02ff18ecd3cbf5d461bcd36200261de37bb114a1b24a49eed03d37f500b7c215,1,"[""4gt5_76""]",M1,-0.4676786360093316,0.6264548113306613,-0.004901417704578803,0.9951105746420117,-0.4676786360093316,180.0,0.0,77.0,7308.292786733187,7.953877916,-0.1800900600450362,0.0,-0.0333080963701009,0.6264548113306613,-0.46841642918401183,180.0,0.0,78.0,7424.144944735588,0.01423275,-0.1800900600450362,0.0,-0.034045889544781056,0.6259927877065123,-0.47258005371391043,128.0,25.0,61.0,6258.492990539773,5.567851916,-0.1280640426986924,-0.06257825545296192,-0.02765727596806158,0.6233918072905074
qmap154,canonical_sha256_cluster_mean,040d1773bb1501d1f86ca2d9028bed22e4dbfe9728922474bce44a5531b21b5a,040d1773bb1501d1f86ca2d9028bed22e4dbfe9728922474bce44a5531b21b5a,1,"[""majority_239""]",M2,-2.903630921154011,0.05482379734590389,-0.035383529821740645,0.9652351487932435,-2.9137745326080458,1108.0,0.0,479.0,46729.855626339995,12.230338167,-1.108554369610556,0.0,-0.3174490816281732,0.054270497023150614,-2.903630921154011,1108.0,0.0,469.0,44547.09268165529,0.081410916,-1.108554369610556,0.0,-0.30730547017413845,0.05482379734590389,-2.9390144509757516,768.0,175.0,350.0,37102.80075269707,32.431877875,-0.7683842561921543,-0.4380477881707335,-0.2448113252435472,0.05291785618858417
qmap154,canonical_sha256_cluster_mean,081979fd7492baf5b800ab2ecf9a40368544e0b330c139e248e5342892ed469a,081979fd7492baf5b800ab2ecf9a40368544e0b330c139e248e5342892ed469a,1,"[""qe_qft_4""]",M2,-0.2047293988783395,0.8148677907179451,0.012477372103018053,1.0125555392789758,-0.20575937903646271,56.0,0.0,20.0,2205.7549704796156,5.56287675,-0.05602801868067792,0.0,-0.011815924389093936,0.8140289251436202,-0.2047293988783395,56.0,0.0,16.0,1650.5620692555674,0.006815167,-0.05602801868067792,0.0,-0.010785944230970734,0.8148677907179451,-0.19225202677532144,44.0,0.0,20.0,2072.564370403532,2.800615791,-0.04402201467767551,0.0,-0.010314576130955096,0.8250988952714766
qmap154,canonical_sha256_cluster_mean,0a0d73bbac4f2706db89eac74c34669b900537059d81b0bf2094c7f97d0304a3,0a0d73bbac4f2706db89eac74c34669b900537059d81b0bf2094c7f97d0304a3,1,"[""one-two-three-v0_98""]",M1,-0.6795145219110669,0.5068630035265466,-0.01228057855243303,0.9877945200200373,-0.6795145219110669,264.0,0.0,119.0,11744.198106370073,8.974952208,-0.2641320880660531,0.0,-0.053261769225394134,0.5068630035265466,-0.681561242821366,268.0,0.0,117.0,11071.714919558008,0.019149,-0.2681340894003872,0.0,-0.05130648880135913,0.5058266573360579,-0.6917951004634999,184.0,43.0,84.0,8282.482348399653,7.0249635,-0.18409206137937031,-0.1076345993790945,-0.03794777508541536,0.5006764972844197
qmap154,canonical_sha256_cluster_mean,0d21004070d0a6614961fe081dffc6b68f22d145e1bac2b93deac3a6cbd14dbf,0d21004070d0a6614961fe081dffc6b68f22d145e1bac2b93deac3a6cbd14dbf,1,"[""rd32_270""]",M1,-0.37862589513934025,0.6848017524158954,-0.0027586379615145984,0.9972451635836876,-0.37862589513934025,148.0,0.0,68.0,6411.441859268658,8.109081542,-0.1480740493703631,0.0,-0.029397234500245402,0.6848017524158954,-0.37890936732050146,148.0,0.0,68.0,6443.982584073131,0.012601459,-0.1480740493703631,0.0,-0.02968070668140657,0.6846076576810036,-0.38138453310085485,96.0,25.0,47.0,4722.044714349889,3.930416042,-0.09604803202401929,-0.06257825545296192,-0.02160363435514187,0.6829152356103855
qmap154,canonical_sha256_cluster_mean,128f4fc145f17a5c3292150a1026e96555931cd0f863e3eed45c36c456983d23,128f4fc145f17a5c3292150a1026e96555931cd0f863e3eed45c36c456983d23,1,"[""4mod7-v0_94""]",M1,-0.7334460177646025,0.48025118120940175,-0.016634300995439832,0.9835032850504696,-0.7334460177646025,288.0,0.0,129.0,12184.608340405988,8.065597542,-0.2881440960720579,0.0,-0.05541814287418557,0.48025118120940175,-0.7338470165598541,288.0,0.0,127.0,12095.57720743488,0.023551583,-0.2881440960720579,0.0,-0.05581914166943712,0.4800586396713611,-0.7500803187600423,196.0,49.0,92.0,9180.29154638319,8.218328125,-0.19609806538237273,-0.12265338068780537,-0.041445093871505134,0.47232861436881496
qmap154,canonical_sha256_cluster_mean,1339e2c7e5bc81127fa6ab1721b679c0a6f525f4446d354f7ed78b8331f01fac,1339e2c7e5bc81127fa6ab1721b679c0a6f525f4446d354f7ed78b8331f01fac,1,"[""ground_state_estimation_10""]",M1,-0.034013351494323545,0.9665585995497005,0.004750161106806171,1.0047614610071074,-0.034013351494323545,8.0,0.0,2.0,199.99282681158866,1.104763375,-0.008004002668668275,0.0,-0.007071138237996509,0.9665585995497005,-0.03434997304455577,8.0,0.0,2.0,238.81215109115067,0.001797459,-0.008004002668668275,0.0,-0.007407759788228736,0.9662332898517291,-0.029263190387517374,4.0,0.0,1.0,109.09637512458573,0.887995,-0.0040020013343341375,0.0,-0.006322978465524478,0.9711608306325407
qmap154,canonical_sha256_cluster_mean,13f4bceb146bbcba79157a59457fb4180968dfbf0e27e986fd3a79153e3c761d,13f4bceb146bbcba79157a59457fb4180968dfbf0e27e986fd3a79153e3c761d,1,"[""alu-bdd_288""]",M1,-0.422891534581944,0.6551496903431628,-6.171539292504358e-05,0.9999382865114307,-0.422891534581944,164.0,0.0,72.0,7005.243285476675,9.302645083,-0.16408205470769963,0.0,-0.046429604922416046,0.6551496903431628,-0.4231509580046506,164.0,0.0,71.0,7060.4654913555805,0.01892975,-0.16408205470769963,0.0,-0.04668902834512263,0.6549797512121575,-0.42295324997486905,110.0,26.0,49.0,5118.132028074075,4.485050083,-0.11005503669418878,-0.0650813856710804,-0.0354369526577715,0.6551092587702366
qmap154,canonical_sha256_cluster_mean,157102116dddf0ba09f368852ccbf37928a0e99f99e9d7d4859f84655c619419,157102116dddf0ba09f368852ccbf37928a0e99f99e9d7d4859f84655c619419,1,"[""4gt10-v1_81""]",M2,-0.6928633620415361,0.5001419293993478,-0.016726998599892795,0.9834121208773894,-0.6929165722191735,272.0,0.0,122.0,11490.431948238245,8.863709958,-0.27213609073472134,0.0,-0.05274714001428218,0.5001153174664597,-0.6928633620415361,272.0,0.0,120.0,11370.636327242406,0.020105916,-0.27213609073472134,0.0,-0.052693929836644754,0.5001419293993478,-0.7095903606414289,192.0,43.0,88.0,9409.287024188574,7.675905167,-0.19209606404803858,-0.1076345993790945,-0.04182635574412587,0.4918456355303221
qmap154,canonical_sha256_cluster_mean,17585b5581ef461ec1956dcfd5c0d021a2e1cd4acd8ebef58f665e2e9b95f2b1,17585b5581ef461ec1956dcfd5c0d021a2e1cd4acd8ebef58f665e2e9b95f2b1,1,"[""4gt4-v0_78""]",M1,-1.124954956677465,0.3246670911134975,-0.015731847740375393,0.9843912514052287,-1.124954956677465,428.0,0.0,193.0,18349.325719957764,10.734896291,-0.4282141427737527,0.0,-0.10249015204708906,0.3246670911134975,-1.125812886142857,428.0,0.0,192.0,18300.16037583708,0.034265291,-0.4282141427737527,0.0,-0.10334808151248104,0.3243886690998904,-1.1406868044178404,302.0,66.0,143.0,14545.598350968783,11.134044667,-0.3021511007422274,-0.16520659439581947,-0.07907844742317048,0.3195994441113112
qmap154,canonical_sha256_cluster_mean,181b076ba081017381177d84383cc4f660e01506983ee907420658ef1adbd956,181b076ba081017381177d84383cc4f660e01506983ee907420658ef1adbd956,1,"[""rd73_252""]",M1,-27.342132464045225,1.3349430768551419e-12,0.3196452822105691,1.3766393592477357,-27.342132464045225,9548.0,0.0,4053.0,391160.087639514,28.049279541,-9.552777185055586,0.0,-4.8720768013918505,1.3349430768551419e-12,-27.347981427015274,9560.0,0.0,4045.0,389930.78080557066,0.659467208,-9.564783189058588,0.0,-4.865919760358899,1.3271578342240792e-12,-27.022487181834656,6748.0,1520.0,3042.0,307275.6180801461,46.323917167,-6.75137625102169,-3.804757931540085,-3.5513645047595763,1.8377351819540632e-12
qmap154,canonical_sha256_cluster_mean,18bd03509e493866a3863af424f8d69b46a78f338a1c47d89749a2fca6939020,18bd03509e493866a3863af424f8d69b46a78f338a1c47d89749a2fca6939020,1,"[""ex3_229""]",M1,-1.860104590125521,0.15565634939947603,-0.031656657551992984,0.9688391685922662,-1.860104590125521,712.0,0.0,320.0,30225.28043005983,9.164120875,-0.7123562375114765,0.0,-0.17243881555014298,0.15565634939947603,-1.8625367230976653,716.0,0.0,315.0,29697.88509066341,0.051798084,-0.7163582388458106,0.0,-0.17086894718795298,0.1552782324615027,-1.891761247677514,482.0,121.0,226.0,23318.748069628982,19.854654333,-0.4822411607872636,-0.3028787563923357,-0.13133179343401316,0.15080596813829564
qmap154,canonical_sha256_cluster_mean,1a2e65e77c47deda845cff04ac39142ee67177958161cb55e0eee9ab9f5a61a5,1a2e65e77c47deda845cff04ac39142ee67177958161cb55e0eee9ab9f5a61a5,1,"[""rd53_311""]",M2,-1.4675656147302945,0.23048589425001717,-0.011891213416284296,0.9881792076549285,-1.4681848456606534,520.0,0.0,203.0,19548.724299280057,15.380118667,-0.5202601734634379,0.0,-0.25885935905227575,0.23034321443572237,-1.4675656147302945,520.0,0.0,198.0,19276.440694533714,0.032995583,-0.5202601734634379,0.0,-0.25824012812191677,0.23048589425001717,-1.4794568281465788,348.0,94.0,152.0,16073.478428218525,25.294811333,-0.34817411608706994,-0.23529424050313683,-0.20692315841143222,0.22776136835561964
qmap154,canonical_sha256_cluster_mean,1cc205f827ac11a35917ee7ed71a78f0de65ae3e1b9a1ce15cc5f8ffc673f145,1cc205f827ac11a35917ee7ed71a78f0de65ae3e1b9a1ce15cc5f8ffc673f145,1,"[""graycode6_47""]",M1,-0.05806844428428051,0.9435853622018051,0.004355305999102402,1.0043648041283557,-0.05806844428428051,24.0,0.0,10.0,1123.037359146889,4.418640125,-0.024012008006004823,0.0,-0.005993277070534335,0.9435853622018051,-0.058088855270701435,24.0,0.0,10.0,1128.1350025955126,0.002341584,-0.024012008006004823,0.0,-0.006013688056955256,0.9435661028903417,-0.05371313828517811,20.0,0.0,9.0,1024.7964797033774,1.763764625,-0.020010006671670688,0.0,-0.005639972405766069,0.9477039274861996
qmap154,canonical_sha256_cluster_mean,1fbbcea96463dd341d6d14223fe5adfb7ba4dd3fdfaca0da507cf2a2a52eced5,1fbbcea96463dd341d6d14223fe5adfb7ba4dd3fdfaca0da507cf2a2a52eced5,1,"[""miller_11""]",M1,-0.23394122910057624,0.7914083263079896,-0.004780989830271226,0.9952304209094877,-0.23394122910057624,96.0,0.0,46.0,4250.515749854419,3.879044708,-0.09604803202401929,0.0,-0.01030288976595668,0.7914083263079896,-0.23413148576194723,96.0,0.0,46.0,4293.314935918172,0.008387167,-0.09604803202401929,0.0,-0.01049314642732767,0.7912577699246767,-0.23872221893084747,52.0,21.0,25.0,2362.782011491259,2.505828,-0.05202601734634379,-0.052565734580488015,-0.0065401596934154035,0.7876336417027736
qmap154,canonical_sha256_cluster_mean,205466da7c64551e7ef8d0ebcec9a29c26c1c6c9b66f614d19a34ff916800dc6,205466da7c64551e7ef8d0ebcec9a29c26c1c6c9b66f614d19a34ff916800dc6,1,"[""squar5_261""]",M1,-10.386290077183777,3.085258319188213e-05,0.08851853825153633,1.0925545064730013,-10.386290077183777,3500.0,0.0,1492.0,144954.25928466464,23.498092875,-3.5017511675423703,0.0,-2.0434672854252,3.085258319188213e-05,-10.393239519582844,3504.0,0.0,1483.0,144677.08012841453,0.246748584,-3.5057531688767045,0.0,-2.046414726489932,3.0638918228213876e-05,-10.29777153893224,2456.0,578.0,1109.0,112654.49537272406,18.46251775,-2.4572288192811604,-1.4468092660724796,-1.5446578266937259,3.3708128802624e-05
qmap154,canonical_sha256_cluster_mean,25d68584c24511a5e0c74e934a911155b0d792d0f76ad82dd8241b4aac2f6ae0,25d68584c24511a5e0c74e934a911155b0d792d0f76ad82dd8241b4aac2f6ae0,1,"[""4mod5-v1_23""]",M1,-0.34302242896852375,0.7096222952855918,0.003726868967403707,1.0037338223790218,-0.34302242896852375,140.0,0.0,61.0,5761.7152260574685,7.126534292,-0.14007004670169482,0.0,-0.0254484784002982,0.7096222952855918,-0.34352689565670064,140.0,0.0,61.0,5808.279315177253,0.010240875,-0.14007004670169482,0.0,-0.025952945088475083,0.7092644047559475,-0.33929556000112004,84.0,24.0,40.0,3947.041292828958,3.705832625,-0.08404202802101689,-0.06007512523484344,-0.017674502878728963,0.7122718988923818
qmap154,canonical_sha256_cluster_mean,29d2d2ba2eb18eb5ab2c49bd53f46992b37b48715ddad032382024339a0ed6c0,29d2d2ba2eb18eb5ab2c49bd53f46992b37b48715ddad032382024339a0ed6c0,1,"[""mod8-10_177""]",M2,-2.0561838157251153,0.1279412869850028,-0.027680456704735068,0.9726991366338157,-2.0609067689877656,792.0,0.0,354.0,34228.00686164818,11.656615208,-0.7923962641981592,0.0,-0.19367381962284588,0.12733845096995705,-2.0561838157251153,792.0,0.0,348.0,32928.32334643097,0.057793333,-0.7923962641981592,0.0,-0.18895086636019537,0.1279412869850028,-2.0838642724298504,538.0,131.0,253.0,25880.309826987108,19.115998709,-0.5382691794679415,-0.32791005857352046,-0.1428483492216277,0.12444837939013145
